Date,Sales,Cost Of Sales,Quantity Sold,year_number,month_name,day_name,gross_profit,gross_profit_pct,gross_profit_per_unit,unit_price,avg_unit_price
2013-12-30,223937.9679,230079.621,6827,2013,December,Monday,-6141.653100000025,-2.74,-0.9,32.8,37.07
2013-12-31,300345.4846,306986.1205,9268,2013,December,Tuesday,-6640.635899999994,-2.21,-0.72,32.41,37.07
2014-01-01,86782.46773,87986.31821,2678,2014,January,Wednesday,-1203.8504799999937,-1.39,-0.45,32.41,37.07
2014-01-02,200173.1168,202881.1777,6175,2014,January,Thursday,-2708.0609000000113,-1.35,-0.44,32.42,37.07
2014-01-03,326906.0742,333806.2919,10084,2014,January,Friday,-6900.217700000037,-2.11,-0.68,32.42,37.07
2014-01-04,307043.9354,313652.3483,9470,2014,January,Saturday,-6608.412899999996,-2.15,-0.7,32.42,37.07
2014-01-05,179188.8845,183083.285,5524,2014,January,Sunday,-3894.400500000018,-2.17,-0.7,32.44,37.07
2014-01-06,306351.9509,313446.0681,9448,2014,January,Monday,-7094.117199999979,-2.32,-0.75,32.43,37.07
2014-01-07,224020.41,229533.9737,6911,2014,January,Tuesday,-5513.563699999999,-2.46,-0.8,32.42,37.07
2014-01-08,101836.4022,99381.96752,2990,2014,January,Wednesday,2454.434679999991,2.41,0.82,34.06,37.07
2014-01-09,107804.3049,104816.4585,3159,2014,January,Thursday,2987.8464000000095,2.77,0.95,34.13,37.07
2014-01-10,144829.9567,141333.9963,4246,2014,January,Friday,3495.960400000011,2.41,0.82,34.11,37.07
2014-01-11,146571.4824,143179.67,4297,2014,January,Saturday,3391.8123999999953,2.31,0.79,34.11,37.07
2014-01-12,95422.37298,93126.14724,2796,2014,January,Sunday,2296.2257399999944,2.41,0.82,34.13,37.07
2014-01-13,114883.1738,112186.3087,3369,2014,January,Monday,2696.86510000001,2.35,0.8,34.1,37.07
2014-01-14,80090.80008,78096.76018,2348,2014,January,Tuesday,1994.0399000000034,2.49,0.85,34.11,37.07
2014-01-15,98945.37116,97159.00259,2903,2014,January,Wednesday,1786.3685699999915,1.81,0.62,34.08,37.07
2014-01-16,84904.90171,83350.43316,2491,2014,January,Thursday,1554.468550000005,1.83,0.62,34.08,37.07
2014-01-17,135460.6197,132703.3354,3968,2014,January,Friday,2757.2842999999993,2.04,0.69,34.14,37.07
2014-01-18,149925.7497,146928.4118,4393,2014,January,Saturday,2997.337899999984,2,0.68,34.13,37.07
2014-01-19,74297.30718,72782.28432,2176,2014,January,Sunday,1515.0228599999973,2.04,0.7,34.14,37.07
2014-01-20,83356.42456,81789.13612,2443,2014,January,Monday,1567.288440000004,1.88,0.64,34.12,37.07
2014-01-21,89922.01429,88388.91607,2638,2014,January,Tuesday,1533.0982199999999,1.7,0.58,34.09,37.07
2014-01-22,57806.30278,57157.28254,1704,2014,January,Wednesday,649.020239999998,1.12,0.38,33.92,37.07
2014-01-23,63977.75035,62863.98724,1872,2014,January,Thursday,1113.7631099999999,1.74,0.59,34.18,37.07
2014-01-24,116958.7998,114823.7952,3423,2014,January,Friday,2135.0046,1.83,0.62,34.17,37.07
2014-01-25,155272.8248,152636.2766,4544,2014,January,Saturday,2636.54819999999,1.7,0.58,34.17,37.07
2014-01-26,82885.21591,81583.16695,2426,2014,January,Sunday,1302.04896,1.57,0.54,34.17,37.07
2014-01-27,72353.42588,71377.15646,2117,2014,January,Monday,976.2694199999969,1.35,0.46,34.18,37.07
2014-01-28,50415.90376,49769.09824,1476,2014,January,Tuesday,646.8055200000017,1.28,0.44,34.16,37.07
2014-01-29,67458.30189,66529.442,1974,2014,January,Wednesday,928.859890000007,1.38,0.47,34.17,37.07
2014-01-30,64640.36931,63757.83987,1892,2014,January,Thursday,882.5294399999984,1.37,0.47,34.17,37.07
2014-01-31,137693.8735,135609.5076,4030,2014,January,Friday,2084.365899999975,1.51,0.52,34.17,37.07
2014-02-01,181209.1285,178435.7153,5304,2014,February,Saturday,2773.413199999981,1.53,0.52,34.16,37.07
2014-02-02,113433.581,111466.5168,3320,2014,February,Sunday,1967.064200000008,1.73,0.59,34.17,37.07
2014-02-03,143192.5334,140505.6347,4191,2014,February,Monday,2686.8986999999906,1.88,0.64,34.17,37.07
2014-02-04,130126.6499,128496.2877,3809,2014,February,Tuesday,1630.3622000000032,1.25,0.43,34.16,37.07
2014-02-05,187155.8685,195078.6033,5764,2014,February,Wednesday,-7922.7347999999765,-4.23,-1.37,32.47,37.07
2014-02-06,102314.7096,101977.99,3028,2014,February,Thursday,336.7195999999967,0.33,0.11,33.79,37.07
2014-02-07,301553.8426,313529.1877,9284,2014,February,Friday,-11975.345100000035,-3.97,-1.29,32.48,37.07
2014-02-08,316073.1775,329754.7795,9737,2014,February,Saturday,-13681.602000000014,-4.33,-1.41,32.46,37.07
2014-02-09,135178.0426,141530.7087,4163,2014,February,Sunday,-6352.666100000002,-4.7,-1.53,32.47,37.07
2014-02-10,147727.5162,154828.6846,4552,2014,February,Monday,-7101.168399999995,-4.81,-1.56,32.45,37.07
2014-02-11,135498.7464,139824.1616,4172,2014,February,Tuesday,-4325.4151999999885,-3.19,-1.04,32.48,37.07
2014-02-12,163432.8452,166893.3689,5037,2014,February,Wednesday,-3460.5236999999906,-2.12,-0.69,32.45,37.07
2014-02-13,138291.6333,141027.4345,4259,2014,February,Thursday,-2735.8012000000163,-1.98,-0.64,32.47,37.07
2014-02-14,336901.3717,343519.8755,10381,2014,February,Friday,-6618.503800000006,-1.96,-0.64,32.45,37.07
2014-02-15,367729.2682,373973.5933,11332,2014,February,Saturday,-6244.325100000016,-1.7,-0.55,32.45,37.07
2014-02-16,133913.8414,136797.0774,4127,2014,February,Sunday,-2883.2360000000044,-2.15,-0.7,32.45,37.07
2014-02-17,150800.347,152887.1064,4649,2014,February,Monday,-2086.759399999981,-1.38,-0.45,32.44,37.07
2014-02-18,55591.93034,53463.24421,1627,2014,February,Tuesday,2128.686130000002,3.83,1.31,34.17,37.07
2014-02-19,106427.1918,107736.4441,3281,2014,February,Wednesday,-1309.2522999999928,-1.23,-0.4,32.44,37.07
2014-02-20,78940.55442,75934.39482,2310,2014,February,Thursday,3006.159599999999,3.81,1.3,34.17,37.07
2014-02-21,317916.3179,322089.789,9802,2014,February,Friday,-4173.471099999966,-1.31,-0.43,32.43,37.07
2014-02-22,309217.8756,320116.9243,9772,2014,February,Saturday,-10899.048699999985,-3.52,-1.12,31.64,37.07
2014-02-23,138491.55,140752.6016,4270,2014,February,Sunday,-2261.051600000006,-1.63,-0.53,32.43,37.07
2014-02-24,133146.2222,134505.4042,4106,2014,February,Monday,-1359.1820000000007,-1.02,-0.33,32.43,37.07
2014-02-25,224994.6562,227546.4466,6937,2014,February,Tuesday,-2551.790399999998,-1.13,-0.37,32.43,37.07
2014-02-26,225051.5915,228214.1421,6934,2014,February,Wednesday,-3162.5505999999878,-1.41,-0.46,32.46,37.07
2014-02-27,344299.6824,365935.653,11082,2014,February,Thursday,-21635.9706,-6.28,-1.95,31.07,37.07
2014-02-28,661876.5,686656.791,20805,2014,February,Friday,-24780.29099999997,-3.74,-1.19,31.81,37.07
2014-03-01,846678.3882,872081.585,26410,2014,March,Saturday,-25403.196799999918,-3,-0.96,32.06,37.07
2014-03-02,478902.3049,495554.4499,15004,2014,March,Sunday,-16652.14500000002,-3.48,-1.11,31.92,37.07
2014-03-03,538827.2021,557567.137,16884,2014,March,Monday,-18739.934899999993,-3.48,-1.11,31.91,37.07
2014-03-04,310346.1213,323325.0299,9789,2014,March,Tuesday,-12978.908600000024,-4.18,-1.33,31.7,37.07
2014-03-05,256390.5222,267308.5071,8079,2014,March,Wednesday,-10917.984899999981,-4.26,-1.35,31.74,37.07
2014-03-06,167803.6598,168135.69,5072,2014,March,Thursday,-332.03020000000834,-0.2,-0.07,33.08,37.07
2014-03-07,465318.0215,483774.5967,14551,2014,March,Friday,-18456.57520000002,-3.97,-1.27,31.98,37.07
2014-03-08,520146.7496,541498.9582,16262,2014,March,Saturday,-21352.208600000013,-4.11,-1.31,31.99,37.07
2014-03-09,224699.2528,233589.983,7014,2014,March,Sunday,-8890.73020000002,-3.96,-1.27,32.04,37.07
2014-03-10,286230.6789,297642.8914,8932,2014,March,Monday,-11412.212500000023,-3.99,-1.28,32.05,37.07
2014-03-11,187143.0181,191499.0428,5737,2014,March,Tuesday,-4356.024700000009,-2.33,-0.76,32.62,37.07
2014-03-12,191700.3891,197153.424,5903,2014,March,Wednesday,-5453.034899999999,-2.84,-0.92,32.48,37.07
2014-03-13,164663.9676,168975.174,5056,2014,March,Thursday,-4311.2063999999955,-2.62,-0.85,32.57,37.07
2014-03-14,395941.3451,406765.914,12167,2014,March,Friday,-10824.568900000013,-2.73,-0.89,32.54,37.07
2014-03-15,518183.2104,534383.1431,15971,2014,March,Saturday,-16199.932700000005,-3.13,-1.01,32.45,37.07
2014-03-16,226617.9549,233191.1046,6968,2014,March,Sunday,-6573.14969999998,-2.9,-0.94,32.52,37.07
2014-03-17,243707.8719,250794.2213,7494,2014,March,Monday,-7086.349400000006,-2.91,-0.95,32.52,37.07
2014-03-18,94849.7438,90571.58892,2707,2014,March,Tuesday,4278.154880000002,4.51,1.58,35.04,37.07
2014-03-19,92386.78307,88255.84099,2637,2014,March,Wednesday,4130.942080000008,4.47,1.57,35.03,37.07
2014-03-20,180394.8277,172344.3044,5149,2014,March,Thursday,8050.523300000001,4.46,1.56,35.03,37.07
2014-03-21,200939.6924,192019.1443,5735,2014,March,Friday,8920.548099999985,4.44,1.56,35.04,37.07
2014-03-22,172953.9247,165201.305,4936,2014,March,Saturday,7752.61970000001,4.48,1.57,35.04,37.07
2014-03-23,70194.79954,67061.62271,2003,2014,March,Sunday,3133.1768300000113,4.46,1.56,35.04,37.07
2014-03-24,81378.21463,77703.64633,2323,2014,March,Monday,3674.568299999999,4.52,1.58,35.03,37.07
2014-03-25,130227.0147,127394.2892,3822,2014,March,Tuesday,2832.7255000000005,2.18,0.74,34.07,37.07
2014-03-26,125310.0364,122275.1026,3666,2014,March,Wednesday,3034.933799999999,2.42,0.83,34.18,37.07
2014-03-27,119452.3396,118186.575,3543,2014,March,Thursday,1265.7646000000095,1.06,0.36,33.72,37.07
2014-03-28,276174.7693,271550.8956,8130,2014,March,Friday,4623.8736999999965,1.67,0.57,33.97,37.07
2014-03-29,357369.2669,352250.8301,10518,2014,March,Saturday,5118.436799999967,1.43,0.49,33.98,37.07
2014-03-30,163865.4903,160525.4269,4791,2014,March,Sunday,3340.0634000000136,2.04,0.7,34.2,37.07
2014-03-31,190719.6145,187072.5952,5583,2014,March,Monday,3647.0192999999854,1.91,0.65,34.16,37.07
2014-04-01,244535.2052,239700.6848,7155,2014,April,Tuesday,4834.5204000000085,1.98,0.68,34.18,37.07
2014-04-02,155620.5038,153366.0188,4575,2014,April,Wednesday,2254.485000000015,1.45,0.49,34.02,37.07
2014-04-03,136001.9782,134523.0686,3997,2014,April,Thursday,1478.9096000000136,1.09,0.37,34.03,37.07
2014-04-04,190559.8875,187742.3,5558,2014,April,Friday,2817.5875000000233,1.48,0.51,34.29,37.07
2014-04-05,217110.5025,213540.7342,6320,2014,April,Saturday,3569.768299999996,1.64,0.56,34.35,37.07
2014-04-06,119190.1,116856.3146,3447,2014,April,Sunday,2333.785400000008,1.96,0.68,34.58,37.07
2014-04-07,131910.1975,130784.4447,3854,2014,April,Monday,1125.7528000000166,0.85,0.29,34.23,37.07
2014-04-08,118921.3077,115305.8052,3394,2014,April,Tuesday,3615.5025000000023,3.04,1.07,35.04,37.07
2014-04-09,124828.2828,121264.7031,3563,2014,April,Wednesday,3563.579700000002,2.85,1,35.03,37.07
2014-04-10,179326.4902,183278.5024,5380,2014,April,Thursday,-3952.0121999999974,-2.2,-0.73,33.33,37.07
2014-04-11,318949.8171,326322.526,9573,2014,April,Friday,-7372.708900000027,-2.31,-0.77,33.32,37.07
2014-04-12,375031.1093,383727.194,11250,2014,April,Saturday,-8696.084700000007,-2.32,-0.77,33.34,37.07
2014-04-13,166393.5407,170061.8641,4990,2014,April,Sunday,-3668.323399999994,-2.2,-0.74,33.35,37.07
2014-04-14,193652.3278,198212.0687,5810,2014,April,Monday,-4559.740900000004,-2.35,-0.78,33.33,37.07
2014-04-15,249805.5172,255956.654,7497,2014,April,Tuesday,-6151.1368000000075,-2.46,-0.82,33.32,37.07
2014-04-16,294023.4109,301522.3523,8821,2014,April,Wednesday,-7498.941400000011,-2.55,-0.85,33.33,37.07
2014-04-17,612236.0058,627927.7587,18366,2014,April,Thursday,-15691.752899999963,-2.56,-0.85,33.34,37.07
2014-04-18,464815.5179,476692.5437,13940,2014,April,Friday,-11877.025800000003,-2.56,-0.85,33.34,37.07
2014-04-19,360480.9404,369765.6128,10814,2014,April,Saturday,-9284.672399999981,-2.58,-0.86,33.33,37.07
2014-04-20,114279.5773,117190.8262,3429,2014,April,Sunday,-2911.2488999999914,-2.55,-0.85,33.33,37.07
2014-04-21,161170.8204,165415.0838,4834,2014,April,Monday,-4244.263399999996,-2.63,-0.88,33.34,37.07
2014-04-22,182483.1465,187344.7372,5475,2014,April,Tuesday,-4861.590700000001,-2.66,-0.89,33.33,37.07
2014-04-23,109358.4125,106849.8988,3121,2014,April,Wednesday,2508.5137000000104,2.29,0.8,35.04,37.07
2014-04-24,98430.11411,96197.48223,2809,2014,April,Thursday,2232.631880000001,2.27,0.79,35.04,37.07
2014-04-25,295741.347,292327.0283,8537,2014,April,Friday,3414.3187000000034,1.15,0.4,34.64,37.07
2014-04-26,285053.9799,281159.5811,8209,2014,April,Saturday,3894.3987999999663,1.37,0.47,34.72,37.07
2014-04-27,124964.7965,123042.159,3592,2014,April,Sunday,1922.637499999997,1.54,0.54,34.79,37.07
2014-04-28,124175.8084,122516.0657,3576,2014,April,Monday,1659.742699999988,1.34,0.46,34.72,37.07
2014-04-29,131842.5716,130405.2639,3807,2014,April,Tuesday,1437.3076999999903,1.09,0.38,34.63,37.07
2014-04-30,154850.0573,150644.3482,4398,2014,April,Wednesday,4205.709099999978,2.72,0.96,35.21,37.07
2014-05-01,180294.2687,175656.6504,5124,2014,May,Thursday,4637.618299999973,2.57,0.91,35.19,37.07
2014-05-02,163849.0358,157300.6256,4581,2014,May,Friday,6548.410200000013,4,1.43,35.77,37.07
2014-05-03,131436.7924,127601.9447,3697,2014,May,Saturday,3834.847700000013,2.92,1.04,35.55,37.07
2014-05-04,93082.04396,91601.50654,2642,2014,May,Sunday,1480.5374199999933,1.59,0.56,35.23,37.07
2014-05-05,110887.0133,109460.1532,3154,2014,May,Monday,1426.8601000000053,1.29,0.45,35.16,37.07
2014-05-06,119385.5754,115693.1066,3324,2014,May,Tuesday,3692.4688000000024,3.09,1.11,35.92,37.07
2014-05-07,91719.58938,93157.17058,2677,2014,May,Wednesday,-1437.5812000000005,-1.57,-0.54,34.26,37.07
2014-05-08,96335.44895,93696.21614,2683,2014,May,Thursday,2639.2328100000013,2.74,0.98,35.91,37.07
2014-05-09,303226.2984,325836.9401,9328,2014,May,Friday,-22610.64169999998,-7.46,-2.42,32.51,37.07
2014-05-10,431695.7092,465253.8157,13306,2014,May,Saturday,-33558.106499999994,-7.77,-2.52,32.44,37.07
2014-05-11,200407.2771,215907.8249,6173,2014,May,Sunday,-15500.5478,-7.73,-2.51,32.47,37.07
2014-05-12,183413.7083,197835.4951,5653,2014,May,Monday,-14421.786800000002,-7.86,-2.55,32.45,37.07
2014-05-13,146166.6011,157693.1893,4503,2014,May,Tuesday,-11526.588199999998,-7.89,-2.56,32.46,37.07
2014-05-14,201120.7276,218098.7619,6253,2014,May,Wednesday,-16978.0343,-8.44,-2.72,32.16,37.07
2014-05-15,270123.5508,289864.7985,8408,2014,May,Thursday,-19741.24769999995,-7.31,-2.35,32.13,37.07
2014-05-16,415315.3839,441790.7672,12949,2014,May,Friday,-26475.383299999987,-6.37,-2.04,32.07,37.07
2014-05-17,498716.9976,526707.377,15508,2014,May,Saturday,-27990.379399999976,-5.61,-1.8,32.16,37.07
2014-05-18,166433.1721,174376.6325,5141,2014,May,Sunday,-7943.460400000011,-4.77,-1.55,32.37,37.07
2014-05-19,168520.6294,175540.1155,5194,2014,May,Monday,-7019.486100000009,-4.17,-1.35,32.45,37.07
2014-05-20,178123.5321,187748.1722,5550,2014,May,Tuesday,-9624.64009999999,-5.4,-1.73,32.09,37.07
2014-05-21,194878.8026,204460.6654,6070,2014,May,Wednesday,-9581.862800000003,-4.92,-1.58,32.11,37.07
2014-05-22,115475.0969,115011.3226,3421,2014,May,Thursday,463.7743000000046,0.4,0.14,33.75,37.07
2014-05-23,430521.0245,449274.1863,13384,2014,May,Friday,-18753.1618,-4.36,-1.4,32.17,37.07
2014-05-24,590642.8257,614245.7941,18356,2014,May,Saturday,-23602.968400000012,-4,-1.29,32.18,37.07
2014-05-25,210764.718,217364.463,6500,2014,May,Sunday,-6599.744999999995,-3.13,-1.02,32.43,37.07
2014-05-26,218189.3485,225607.5952,6752,2014,May,Monday,-7418.246700000018,-3.4,-1.1,32.31,37.07
2014-05-27,226132.4639,234496.5128,7023,2014,May,Tuesday,-8364.048899999994,-3.7,-1.19,32.2,37.07
2014-05-28,243720.868,252929.2947,7579,2014,May,Wednesday,-9208.42670000001,-3.78,-1.21,32.16,37.07
2014-05-29,207429.429,215118.8465,6448,2014,May,Thursday,-7689.4175000000105,-3.71,-1.19,32.17,37.07
2014-05-30,503149.4313,521651.0861,15637,2014,May,Friday,-18501.65480000002,-3.68,-1.18,32.18,37.07
2014-05-31,603748.7895,626259.3868,18775,2014,May,Saturday,-22510.597300000023,-3.73,-1.2,32.16,37.07
2014-06-01,456017.4631,473223.9807,14188,2014,June,Sunday,-17206.51760000002,-3.77,-1.21,32.14,37.07
2014-06-02,425845.196,442155.9912,13256,2014,June,Monday,-16310.795199999993,-3.83,-1.23,32.12,37.07
2014-06-03,328217.77,340913.5917,10223,2014,June,Tuesday,-12695.821699999971,-3.87,-1.24,32.11,37.07
2014-06-04,286405.9988,296902.6725,8904,2014,June,Wednesday,-10496.673699999985,-3.66,-1.18,32.17,37.07
2014-06-05,184989.8887,192824.8901,5783,2014,June,Thursday,-7835.001399999979,-4.24,-1.35,31.99,37.07
2014-06-06,288118.3044,300213.5594,9005,2014,June,Friday,-12095.255000000005,-4.2,-1.34,32,37.07
2014-06-07,391930.878,407438.9196,12222,2014,June,Saturday,-15508.041599999997,-3.96,-1.27,32.07,37.07
2014-06-08,193772.5811,201254.7125,6037,2014,June,Sunday,-7482.131399999984,-3.86,-1.24,32.1,37.07
2014-06-09,214177.9834,220255.2192,6607,2014,June,Monday,-6077.235799999995,-2.84,-0.92,32.42,37.07
2014-06-10,188334.5212,195254.781,5857,2014,June,Tuesday,-6920.2598,-3.67,-1.18,32.16,37.07
2014-06-11,174324.9948,180978.601,5429,2014,June,Wednesday,-6653.606200000009,-3.82,-1.23,32.11,37.07
2014-06-12,200271.5643,207757.703,6232,2014,June,Thursday,-7486.13870000001,-3.74,-1.2,32.14,37.07
2014-06-13,468701.6302,486180.5444,14585,2014,June,Friday,-17478.9142,-3.73,-1.2,32.14,37.07
2014-06-14,473425.7542,492135.2923,14745,2014,June,Saturday,-18709.538099999947,-3.95,-1.27,32.11,37.07
2014-06-15,224232.1214,233554.0322,6991,2014,June,Sunday,-9321.910799999983,-4.16,-1.33,32.07,37.07
2014-06-16,185606.275,193340.3154,5788,2014,June,Monday,-7734.040399999998,-4.17,-1.34,32.07,37.07
2014-06-17,212687.5094,221403.645,6632,2014,June,Tuesday,-8716.13559999998,-4.1,-1.31,32.07,37.07
2014-06-18,184259.6924,192057.5108,5752,2014,June,Wednesday,-7797.818399999989,-4.23,-1.36,32.03,37.07
2014-06-19,113735.8162,119544.0198,3578,2014,June,Thursday,-5808.2035999999935,-5.11,-1.62,31.79,37.07
2014-06-20,203165.083,205350.6431,6119,2014,June,Friday,-2185.5600999999733,-1.08,-0.36,33.2,37.07
2014-06-21,203345.2446,206918.9126,6161,2014,June,Saturday,-3573.668000000005,-1.76,-0.58,33.01,37.07
2014-06-22,134944.489,135372.527,4015,2014,June,Sunday,-428.03800000000047,-0.32,-0.11,33.61,37.07
2014-06-23,138298.2102,139206.0269,4133,2014,June,Monday,-907.8166999999958,-0.66,-0.22,33.46,37.07
2014-06-24,36692.67986,35299.06424,1047,2014,June,Tuesday,1393.6156199999969,3.8,1.33,35.05,37.07
2014-06-25,56077.54269,53925.25763,1601,2014,June,Wednesday,2152.285060000002,3.84,1.34,35.03,37.07
2014-06-26,55780.70745,53688.2412,1592,2014,June,Thursday,2092.466250000005,3.75,1.31,35.04,37.07
2014-06-27,131721.2383,127302.4271,3759,2014,June,Friday,4418.8111999999965,3.35,1.18,35.04,37.07
2014-06-28,146169.0766,141012.3294,4172,2014,June,Saturday,5156.7472000000125,3.53,1.24,35.04,37.07
2014-06-29,62073.58541,60083.86984,1772,2014,June,Sunday,1989.7155700000003,3.21,1.12,35.03,37.07
2014-06-30,93619.84699,90294.37609,2672,2014,June,Monday,3325.4709000000003,3.55,1.24,35.04,37.07
2014-07-01,180183.0314,173842.9209,5143,2014,July,Tuesday,6340.11050000001,3.52,1.23,35.03,37.07
2014-07-02,104760.7062,101615.732,2990,2014,July,Wednesday,3144.974199999997,3,1.05,35.04,37.07
2014-07-03,93450.53368,90927.08966,2667,2014,July,Thursday,2523.4440199999954,2.7,0.95,35.04,37.07
2014-07-04,98087.5559,95423.27399,2799,2014,July,Friday,2664.281910000005,2.72,0.95,35.04,37.07
2014-07-05,117562.2629,114395.6276,3355,2014,July,Saturday,3166.6352999999945,2.69,0.94,35.04,37.07
2014-07-06,70153.08097,68252.24221,2002,2014,July,Sunday,1900.8387599999987,2.71,0.95,35.04,37.07
2014-07-07,68918.41529,66990.88135,1967,2014,July,Monday,1927.5339400000084,2.8,0.98,35.04,37.07
2014-07-08,108417.4028,105373.3,3094,2014,July,Tuesday,3044.1027999999933,2.81,0.98,35.04,37.07
2014-07-09,81802.60821,79496.49424,2335,2014,July,Wednesday,2306.113970000006,2.82,0.99,35.03,37.07
2014-07-10,103998.5597,101270.9711,2968,2014,July,Thursday,2727.5886000000028,2.62,0.92,35.04,37.07
2014-07-11,134018.0893,130633.2627,3825,2014,July,Friday,3384.826599999986,2.53,0.88,35.04,37.07
2014-07-12,99277.2995,96688.49781,2833,2014,July,Saturday,2588.801689999993,2.61,0.91,35.04,37.07
2014-07-13,49705.232,48370.30899,1419,2014,July,Sunday,1334.923010000006,2.69,0.94,35.03,37.07
2014-07-14,75384.57455,73393.44659,2151,2014,July,Monday,1991.127959999998,2.64,0.93,35.05,37.07
2014-07-15,110288.2342,107437.381,3148,2014,July,Tuesday,2850.8532000000123,2.58,0.91,35.03,37.07
2014-07-16,156536.6862,164641.354,4825,2014,July,Wednesday,-8104.667799999996,-5.18,-1.68,32.44,37.07
2014-07-17,80823.0592,78844.8605,2307,2014,July,Thursday,1978.198700000008,2.45,0.86,35.03,37.07
2014-07-18,124615.6856,121612.1789,3557,2014,July,Friday,3003.506699999998,2.41,0.84,35.03,37.07
2014-07-19,242758.9505,255779.8545,7485,2014,July,Saturday,-13020.90399999998,-5.36,-1.74,32.43,37.07
2014-07-20,85078.24369,83020.51413,2428,2014,July,Sunday,2057.729560000007,2.42,0.85,35.04,37.07
2014-07-21,86738.06743,84643.27183,2475,2014,July,Monday,2094.7955999999976,2.42,0.85,35.05,37.07
2014-07-22,56673.61581,55278.70783,1618,2014,July,Tuesday,1394.9079800000036,2.46,0.86,35.03,37.07
2014-07-23,165742.1705,173725.3575,5106,2014,July,Wednesday,-7983.187000000005,-4.82,-1.56,32.46,37.07
2014-07-24,95618.2488,92416.90384,2729,2014,July,Thursday,3201.344960000002,3.35,1.17,35.04,37.07
2014-07-25,515698.7958,538260.2718,15897,2014,July,Friday,-22561.475999999966,-4.37,-1.42,32.44,37.07
2014-07-26,562590.3665,586670.5141,17343,2014,July,Saturday,-24080.147600000026,-4.28,-1.39,32.44,37.07
2014-07-27,266305.9259,277238.0104,8207,2014,July,Sunday,-10932.084500000055,-4.11,-1.33,32.45,37.07
2014-07-28,292634.7457,304508.379,9018,2014,July,Monday,-11873.633299999987,-4.06,-1.32,32.45,37.07
2014-07-29,212360.9931,221017.0731,6548,2014,July,Tuesday,-8656.080000000016,-4.08,-1.32,32.43,37.07
2014-07-30,198019.3321,205903.8249,6102,2014,July,Wednesday,-7884.492800000007,-3.98,-1.29,32.45,37.07
2014-07-31,295508.3273,307222.3954,9108,2014,July,Thursday,-11714.068099999975,-3.96,-1.29,32.44,37.07
2014-08-01,611894.6732,636341.3159,18867,2014,August,Friday,-24446.642700000084,-4,-1.3,32.43,37.07
2014-08-02,628685.2188,653779.9635,19384,2014,August,Saturday,-25094.744699999923,-3.99,-1.29,32.43,37.07
2014-08-03,307272.6837,319500.0095,9473,2014,August,Sunday,-12227.325799999991,-3.98,-1.29,32.44,37.07
2014-08-04,362106.5326,376645.7509,11170,2014,August,Monday,-14539.218300000008,-4.02,-1.3,32.42,37.07
2014-08-05,262349.591,272809.2904,8091,2014,August,Tuesday,-10459.699399999983,-3.99,-1.29,32.42,37.07
2014-08-06,80697.9035,77649.63653,2303,2014,August,Wednesday,3048.266969999997,3.78,1.32,35.04,37.07
2014-08-07,103272.6227,99367.23322,2947,2014,August,Thursday,3905.3894800000126,3.78,1.33,35.04,37.07
2014-08-08,439421.4221,456509.6219,13542,2014,August,Friday,-17088.199800000002,-3.89,-1.26,32.45,37.07
2014-08-09,408616.3506,424340.9494,12588,2014,August,Saturday,-15724.598799999978,-3.85,-1.25,32.46,37.07
2014-08-10,195866.773,203331.4348,6032,2014,August,Sunday,-7464.661800000002,-3.81,-1.24,32.47,37.07
2014-08-11,232347.3532,241134.5278,7158,2014,August,Monday,-8787.174599999998,-3.78,-1.23,32.46,37.07
2014-08-12,190325.1811,197438.1116,5863,2014,August,Tuesday,-7112.930500000017,-3.74,-1.21,32.46,37.07
2014-08-13,197698.1186,205114.1289,6092,2014,August,Wednesday,-7416.010300000024,-3.75,-1.22,32.45,37.07
2014-08-14,177908.8356,184687.5291,5485,2014,August,Thursday,-6778.693500000023,-3.81,-1.24,32.44,37.07
2014-08-15,473321.8825,491559.423,14587,2014,August,Friday,-18237.540500000003,-3.85,-1.25,32.45,37.07
2014-08-16,541600.8922,562953.3708,16686,2014,August,Saturday,-21352.47860000003,-3.94,-1.28,32.46,37.07
2014-08-17,239513.979,249203.1208,7380,2014,August,Sunday,-9689.141800000012,-4.05,-1.31,32.45,37.07
2014-08-18,255224.2226,265532.5462,7864,2014,August,Monday,-10308.323599999974,-4.04,-1.31,32.45,37.07
2014-08-19,160372.0397,167021.1578,4941,2014,August,Tuesday,-6649.118099999992,-4.15,-1.35,32.46,37.07
2014-08-20,171587.3323,174723.1754,5151,2014,August,Wednesday,-3135.8430999999982,-1.83,-0.61,33.31,37.07
2014-08-21,164208.0606,167239.6488,4928,2014,August,Thursday,-3031.5881999999983,-1.85,-0.62,33.32,37.07
2014-08-22,376778.8357,384006.0453,11309,2014,August,Friday,-7227.209600000002,-1.92,-0.64,33.32,37.07
2014-08-23,453633.474,463250.0713,13613,2014,August,Saturday,-9616.597300000023,-2.12,-0.71,33.32,37.07
2014-08-24,214392.4009,218347.7978,6424,2014,August,Sunday,-3955.3968999999925,-1.84,-0.62,33.37,37.07
2014-08-25,316404.0623,323293.3966,9493,2014,August,Monday,-6889.334299999988,-2.18,-0.73,33.33,37.07
2014-08-26,242824.5013,259860.5125,7619,2014,August,Tuesday,-17036.011200000008,-7.02,-2.24,31.87,37.07
2014-08-27,274712.2533,304334.7846,8909,2014,August,Wednesday,-29622.53130000003,-10.78,-3.33,30.84,37.07
