Date,Sales,Cost Of Sales,Quantity Sold,year_number,month_name,day_name,gross_profit,gross_profit_pct,gross_profit_per_unit,unit_price,avg_unit_price
2016-09-24,151639.1838,135498.1632,3758,2016,September,Saturday,16141.020599999989,10.64,4.3,40.35,37.07
2016-09-25,72457.29759,64758.50417,1797,2016,September,Sunday,7698.793420000002,10.63,4.28,40.32,37.07
2016-09-26,67355.06118,60179.02085,1671,2016,September,Monday,7176.040330000003,10.65,4.29,40.31,37.07
2016-09-27,58941.79283,52812.78251,1462,2016,September,Tuesday,6129.010320000001,10.4,4.19,40.32,37.07
2016-09-28,58796.78502,57168.5605,1581,2016,September,Wednesday,1628.2245200000034,2.77,1.03,37.19,37.07
2016-09-29,57019.38967,55187.38391,1534,2016,September,Thursday,1832.00576,3.21,1.19,37.17,37.07
2016-09-30,155918.3826,151036.4455,4216,2016,September,Friday,4881.93710000001,3.13,1.16,36.98,37.07
2016-10-01,208489.0903,201416.8376,5632,2016,October,Saturday,7072.252700000012,3.39,1.26,37.02,37.07
2016-10-02,118580.4726,113346.9573,3173,2016,October,Sunday,5233.515299999999,4.41,1.65,37.37,37.07
2016-10-03,142758.8811,126506.3447,3540,2016,October,Monday,16252.536399999997,11.38,4.59,40.33,37.07
2016-10-04,96620.98693,85491.83324,2397,2016,October,Tuesday,11129.153689999992,11.52,4.64,40.31,37.07
2016-10-05,78861.59494,69675.42915,1955,2016,October,Wednesday,9186.16579,11.65,4.7,40.34,37.07
2016-10-06,70279.47439,61976.30579,1740,2016,October,Thursday,8303.168600000005,11.81,4.77,40.39,37.07
2016-10-07,87748.86289,77446.60944,2176,2016,October,Friday,10302.253450000004,11.74,4.73,40.33,37.07
2016-10-08,92053.32577,81209.24835,2283,2016,October,Saturday,10844.077420000001,11.78,4.75,40.32,37.07
2016-10-09,51751.38325,45607.2341,1284,2016,October,Sunday,6144.1491499999975,11.87,4.79,40.3,37.07
2016-10-10,50934.98319,44983.7773,1263,2016,October,Monday,5951.205889999997,11.68,4.71,40.33,37.07
2016-10-11,36113.93487,31885.28845,896,2016,October,Tuesday,4228.646419999997,11.71,4.72,40.31,37.07
2016-10-12,31023.35977,27817.64247,768,2016,October,Wednesday,3205.7173000000003,10.33,4.17,40.39,37.07
2016-10-13,22334.21253,19704.09315,521,2016,October,Thursday,2630.11938,11.78,5.05,42.87,37.07
2016-10-14,69440.9288,62070.75118,1618,2016,October,Friday,7370.177619999995,10.61,4.56,42.92,37.07
2016-10-15,92159.02979,83371.81702,2147,2016,October,Saturday,8787.212769999998,9.53,4.09,42.92,37.07
2016-10-16,57296.28785,52701.29461,1335,2016,October,Sunday,4594.993240000003,8.02,3.44,42.92,37.07
2016-10-17,57184.94127,51764.93737,1332,2016,October,Monday,5420.003900000003,9.48,4.07,42.93,37.07
2016-10-18,40951.10428,37288.62455,954,2016,October,Tuesday,3662.479729999999,8.94,3.84,42.93,37.07
2016-10-19,37672.44729,33678.45927,877,2016,October,Wednesday,3993.988019999997,10.6,4.55,42.96,37.07
2016-10-20,38648.13752,35038.06869,906,2016,October,Thursday,3610.0688299999965,9.34,3.98,42.66,37.07
2016-10-21,96020.54537,86810.27753,2249,2016,October,Friday,9210.26784,9.59,4.1,42.69,37.07
2016-10-22,105662.5942,95930.01651,2472,2016,October,Saturday,9732.577690000006,9.21,3.94,42.74,37.07
2016-10-23,54738.48352,49990.51929,1280,2016,October,Sunday,4747.964230000005,8.67,3.71,42.76,37.07
2016-10-24,40131.57351,36347.69872,940,2016,October,Monday,3783.8747900000017,9.43,4.03,42.69,37.07
2016-10-25,70402.99193,63452.76104,1650,2016,October,Tuesday,6950.230890000006,9.87,4.21,42.67,37.07
2016-10-26,62501.7407,56100.87429,1467,2016,October,Wednesday,6400.866410000002,10.24,4.36,42.61,37.07
2016-10-27,53675.21828,48201.94098,1257,2016,October,Thursday,5473.277300000002,10.2,4.35,42.7,37.07
2016-10-28,102606.327,92657.69953,2405,2016,October,Friday,9948.627470000007,9.7,4.14,42.66,37.07
2016-10-29,124988.1555,113187.846,2929,2016,October,Saturday,11800.309499999988,9.44,4.03,42.67,37.07
2016-10-30,67521.03749,61233.71887,1582,2016,October,Sunday,6287.3186200000055,9.31,3.97,42.68,37.07
2016-10-31,70020.59601,62316.15134,1639,2016,October,Monday,7704.444669999997,11,4.7,42.72,37.07
2016-11-01,126954.1702,110698.7429,2971,2016,November,Tuesday,16255.427299999996,12.8,5.47,42.73,37.07
2016-11-02,97558.24705,86203.8752,2284,2016,November,Wednesday,11354.37185000001,11.64,4.97,42.71,37.07
2016-11-03,97039.00987,89413.41597,2266,2016,November,Thursday,7625.593899999993,7.86,3.37,42.82,37.07
2016-11-04,168349.2653,156675.5901,3938,2016,November,Friday,11673.675199999998,6.93,2.96,42.75,37.07
2016-11-05,202017.422,189394.6937,4720,2016,November,Saturday,12622.728299999988,6.25,2.67,42.8,37.07
2016-11-06,108459.0001,102250.1678,2537,2016,November,Sunday,6208.832300000009,5.72,2.45,42.75,37.07
2016-11-07,112536.3771,105978.4825,2621,2016,November,Monday,6557.8946,5.83,2.5,42.94,37.07
2016-11-08,100479.93,94692.47929,2341,2016,November,Tuesday,5787.45070999999,5.76,2.47,42.92,37.07
2016-11-09,81649.68867,77081.66057,1901,2016,November,Wednesday,4568.02810000001,5.59,2.4,42.95,37.07
2016-11-10,71529.16264,67551.25097,1666,2016,November,Thursday,3977.9116700000013,5.56,2.39,42.93,37.07
2016-11-11,160938.6016,152555.4173,3748,2016,November,Friday,8383.184299999994,5.21,2.24,42.94,37.07
2016-11-12,164998.8446,156263.1495,3843,2016,November,Saturday,8735.695100000012,5.29,2.27,42.93,37.07
2016-11-13,97946.78305,93112.60891,2281,2016,November,Sunday,4834.174140000003,4.94,2.12,42.94,37.07
2016-11-14,87834.25368,83068.26903,2046,2016,November,Monday,4765.9846499999985,5.43,2.33,42.93,37.07
2016-11-15,95509.13498,88104.20453,2181,2016,November,Tuesday,7404.93045,7.75,3.4,43.79,37.07
2016-11-16,77229.97189,71428.87,1763,2016,November,Wednesday,5801.101890000005,7.51,3.29,43.81,37.07
